刊物名称,刊物全称,出版社,地址,等级,期刊/会议,类别
AAMAS,"Autonomous Agents and Multi-Agent Systems","Springer",http://dblp.uni-trier.de/db/journals/aamas/,B,Journal,8
,"Computational Linguistics","MIT Press",http://dblp.uni-trier.de/db/journals/coling/,B,Journal,8
CVIU,"Computer Vision and Image Understanding","Elsevier",http://dblp.uni-trier.de/db/journals/cviu/,B,Journal,8
DKE,"Data & Knowledge Engineering","Elsevier",http://dblp.uni-trier.de/db/journals/dke/index.html,B,Journal,8
,"Evolutionary Computation","MIT Press",http://dblp.uni-trier.de/db/journals/ec/,B,Journal,8
TAC,"IEEE Transactions on Affective Computing","IEEE",http://dblp.uni-trier.de/db/journals/taffco/,B,Journal,8
TASLP,"IEEE/ACM Transactions on Audio, Speech and Language Processing","IEEE",http://dblp.uni-trier.de/db/journals/taslp/,B,Journal,8
,"IEEE Transactions on Cybernetics","IEEE",http://dblp.uni-trier.de/db/journals/tcyb/,B,Journal,8
TEC,"IEEE Transactions on Evolutionary Computation","IEEE",http://dblp.uni-trier.de/db/journals/tec/,B,Journal,8
TFS,"IEEE Transactions on Fuzzy Systems","IEEE",http://dblp.uni-trier.de/db/journals/tfs/,B,Journal,8
TNNLS,"IEEE Transactions on Neural Networks and Learning Systems","IEEE",http://dblp.uni-trier.de/db/journals/tnn/,B,Journal,8
IJAR,"International Journal of Approximate Reasoning","Elsevier",http://dblp.uni-trier.de/db/journals/ijar/,B,Journal,8
JAIR,"Journal of Artificial Intelligence Research","AAAI",http://dblp.uni-trier.de/db/journals/jair/index.html,B,Journal,8
,"Journal of Automated Reasoning","Springer",http://dblp.uni-trier.de/db/journals/jar/,B,Journal,8
JSLHR,"Journal of Speech, Language, and Hearing","American Speech-Language Hearing Association",http://jslhr.pubs.asha.org/,B,Journal,8
,"Machine Learning","Springer",http://dblp.uni-trier.de/db/journals/ml/,B,Journal,8
,"Neural Computation","MIT Press",http://dblp.uni-trier.de/db/journals/neco/,B,Journal,8
,"Neural Networks","Elsevier",http://dblp.uni-trier.de/db/journals/nn/,B,Journal,8
PR,"Pattern Recognition","Elsevier",http://dblp.uni-trier.de/db/conf/par/,B,Journal,8
TACL,"Transactions of the Association for Computational Linguistics","The Association for Computational Linguistics",https://dblp.org/db/journals/tacl/index.html,B,Journal,8
TALLIP,"ACM Transactions on Asian and Low-Resource Language Information Processing","ACM",http://dblp.uni-trier.de/db/journals/talip/,C,Journal,8
,"Applied Intelligence","Springer",http://dblp.uni-trier.de/db/journals/apin/,C,Journal,8
AIM,"Artificial Intelligence in Medicine","Elsevier",http://dblp.uni-trier.de/db/journals/artmed/,C,Journal,8
,"Artificial Life","MIT Press",http://dblp.uni-trier.de/db/journals/alife/,C,Journal,8
,"Computational Intelligence","Wiley",http://dblp.uni-trier.de/db/journals/ci/,C,Journal,8
,"Computer Speech & Language","Elsevier",http://dblp.uni-trier.de/db/journals/csl/,C,Journal,8
,"Connection Science","Taylor & Francis",http://dblp.uni-trier.de/db/journals/connection/,C,Journal,8
DSS,"Decision Support Systems","Elsevier",http://dblp.uni-trier.de/db/journals/dss/,C,Journal,8
EAAI,"Engineering Applications of Artificial Intelligence","Elsevier",http://dblp.uni-trier.de/db/journals/eaai/,C,Journal,8
,"Expert Systems","Blackwell/Wiley",http://dblp.uni-trier.de/db/journals/es/,C,Journal,8
ESWA,"Expert Systems with Applications","Elsevier",http://dblp.uni-trier.de/db/journals/eswa/,C,Journal,8
,"Fuzzy Sets and Systems","Elsevier",http://dblp.uni-trier.de/db/journals/fss/,C,Journal,8
TG,"IEEE Transactions on Games","IEEE",http://dblp.uni-trier.de/db/journals/tciaig/,C,Journal,8
IET-CVI,"IET Computer Vision","IET",https://dblp.org/db/journals/iet-cvi/index.html,C,Journal,8
,"IET Signal Processing","IET",https://dblp.org/db/journals/iet-spr/index.html,C,Journal,8
IVC,"Image and Vision Computing","Elsevier",http://dblp.uni-trier.de/db/journals/ivc/,C,Journal,8
IDA,"Intelligent Data Analysis","IOS Press",http://dblp.uni-trier.de/db/journals/ida/,C,Journal,8
IJCIA,"International Journal of Computational Intelligence and Applications","World Scientific",http://dblp.uni-trier.de/db/journals/ijcia/,C,Journal,8
IJIS,"International Journal of Intelligent Systems","Wiley",http://dblp.uni-trier.de/db/journals/ijis/,C,Journal,8
IJNS,"International Journal of Neural Systems","World Scientific",http://dblp.uni-trier.de/db/journals/ijns/,C,Journal,8
IJPRAI,"International Journal of Pattern Recognition and Artificial Intelligence","World Scientific",http://dblp.uni-trier.de/db/journals/ijprai/,C,Journal,8
IJUFKS,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems","World Scientific",https://dblp.uni-trier.de/db/journals/ijufks/,C,Journal,8
IJDAR,"International Journal on Document Analysis and Recognition","Springer",http://dblp.uni-trier.de/db/journals/ijdar/,C,Journal,8
JETAI,"Journal of Experimental and Theoretical Artificial Intelligence","Taylor & Francis",http://dblp.uni-trier.de/db/journals/jetai/,C,Journal,8
KBS,"Knowledge-Based Systems","Elsevier",http://dblp.uni-trier.de/db/journals/kbs/,C,Journal,8
MT,"Machine Translation","Springer",http://dblp.uni-trier.de/db/journals/mt/,C,Journal,8
MVA,"Machine Vision and Applications","Springer",http://dblp.uni-trier.de/db/journals/mva/,C,Journal,8
NC,"Natural Computing","Springer",http://dblp.uni-trier.de/db/journals/nc/,C,Journal,8
NLE,"Natural Language Engineering","Cambridge University Press",http://dblp.uni-trier.de/db/journals/nle/,C,Journal,8
NCA,"Neural Computing and Applications","Springer",http://dblp.uni-trier.de/db/journals/nca/,C,Journal,8
NPL,"Neural Processing Letters","Springer",http://dblp.uni-trier.de/db/journals/npl/,C,Journal,8
,"Neurocomputing","Elsevier",http://dblp.uni-trier.de/db/journals/ijon/,C,Journal,8
PAA,"Pattern Analysis and Applications","Springer",http://dblp.uni-trier.de/db/journals/paa/,C,Journal,8
PRL,"Pattern Recognition Letters","Elsevier",http://dblp.uni-trier.de/db/journals/prl/,C,Journal,8
,"Soft Computing","Springer",http://dblp.uni-trier.de/db/journals/soco/,C,Journal,8
WI,"Web Intelligence","IOS Press",http://dblp.uni-trier.de/db/journals/wias/,C,Journal,8
TIIS,"ACM Transactions on Interactive Intelligent Systems","ACM",https://dblp.org/db/journals/tiis/index.html,C,Journal,8
AAAI,"AAAI Conference on Artificial Intelligence","AAAI",http://dblp.uni-trier.de/db/conf/aaai/,A,Conference,8
NeurIPS,"Conference on Neural Information Processing Systems","MIT Press",http://dblp.uni-trier.de/db/conf/nips/,A,Conference,8
ACL,"Annual Meeting of the Association for Computational Linguistics","ACL",http://dblp.uni-trier.de/db/conf/acl/,A,Conference,8
CVPR,"IEEE/CVF Computer Vision and Pattern Recognition Conference","IEEE",http://dblp.uni-trier.de/db/conf/cvpr/,A,Conference,8
ICCV,"International Conference on Computer Vision","IEEE",http://dblp.uni-trier.de/db/conf/iccv/,A,Conference,8
ICML,"International Conference on Machine Learning","ACM",http://dblp.uni-trier.de/db/conf/icml/,A,Conference,8
IJCAI,"International Joint Conference on Artificial Intelligence","Morgan Kaufmann",http://dblp.uni-trier.de/db/conf/ijcai/,A,Conference,8
COLT,"Conference on Computational Learning Theory","Springer",http://dblp.uni-trier.de/db/conf/colt/,B,Conference,8
EMNLP,"Conference on Empirical Methods in Natural Language Processing","ACL",http://dblp.uni-trier.de/db/conf/emnlp/,B,Conference,8
ECAI,"European Conference on Artificial Intelligence","IOS Press",http://dblp.uni-trier.de/db/conf/ecai/,B,Conference,8
ECCV,"European Conference on Computer Vision","Springer",http://dblp.uni-trier.de/db/conf/eccv/,B,Conference,8
ICRA,"IEEE International Conference on Robotics and Automation","IEEE",http://dblp.uni-trier.de/db/conf/icra/,B,Conference,8
ICAPS,"International Conference on Automated Planning and Scheduling","AAAI",http://dblp.uni-trier.de/db/conf/aips/,B,Conference,8
ICCBR,"International Conference on Case-Based Reasoning","Springer",http://dblp.uni-trier.de/db/conf/iccbr/,B,Conference,8
COLING,"International Conference on Computational Linguistics","International Committee on Computational Linguistics",http://dblp.uni-trier.de/db/conf/coling/,B,Conference,8
KR,"International Conference on Principles of Knowledge Representation and Reasoning","Morgan Kaufmann",http://dblp.uni-trier.de/db/conf/kr/,B,Conference,8
UAI,"Conference on Uncertainty in Artificial Intelligence","AUAI",http://dblp.uni-trier.de/db/conf/uai/,B,Conference,8
AAMAS,"International Joint Conference on Autonomous Agents and Multi-agent Systems","Springer",http://dblp.uni-trier.de/db/conf/atal/index.html,B,Conference,8
PPSN,"Parallel Problem Solving from Nature","Springer",http://dblp.uni-trier.de/db/conf/ppsn/,B,Conference,8
NAACL,"North American Chapter of the Association for Computational Linguistics","Association for Computational Linguistics",http://dblp.uni-trier.de/db/conf/naacl/,B,Conference,8
AISTATS,"International Conference on Artificial Intelligence and Statistics","JMLR",http://dblp.uni-trier.de/db/conf/aistats/,C,Conference,8
ACCV,"Asian Conference on Computer Vision","Springer",http://dblp.uni-trier.de/db/conf/accv/,C,Conference,8
ACML,"Conference on Machine Learning","JMLR",http://dblp.uni-trier.de/db/conf/acml/,C,Conference,8
BMVC,"British Machine Vision Conference","British Machine Vision Association",http://dblp.uni-trier.de/db/conf/bmvc/,C,Conference,8
NLPCC,"CCF International Conference on Natural Language Processing and Chinese Computing","Springer",https://dblp.uni-trier.de/db/conf/nlpcc/,C,Conference,8
CoNLL,"Conference on Computational Natural Language Learning","Association for Computational Linguistics",http://dblp.uni-trier.de/db/conf/conll,C,Conference,8
GECCO,"Genetic and Evolutionary Computation Conference","ACM",http://dblp.uni-trier.de/db/conf/gecco/,C,Conference,8
ICTAI,"IEEE International Conference on Tools with Artificial Intelligence","IEEE",http://dblp.uni-trier.de/db/conf/ictai/,C,Conference,8
IROS,"IEEE/RSJ International Conference on Intelligent Robots and Systems","IEEE",http://dblp.uni-trier.de/db/conf/iros/,C,Conference,8
ALT,"International Conference on Algorithmic Learning Theory","Springer",http://dblp.uni-trier.de/db/conf/alt/,C,Conference,8
ICANN,"International Conference on Artificial Neural Networks","Springer",http://dblp.uni-trier.de/db/conf/icann/,C,Conference,8
FG,"IEEE International Conference on Automatic Face and Gesture Recognition","IEEE",http://dblp.uni-trier.de/db/conf/fgr/,C,Conference,8
ICDAR,"International Conference on Document Analysis and Recognition","IEEE",http://dblp.uni-trier.de/db/conf/icdar/,C,Conference,8
ILP,"International Conference on Inductive Logic Programming","Springer",http://dblp.uni-trier.de/db/conf/ilp/,C,Conference,8
KSEM,"International conference on Knowledge Science, Engineering and Management","Springer",http://dblp.uni-trier.de/db/conf/ksem/,C,Conference,8
ICONIP,"International Conference on Neural Information Processing","Springer",http://dblp.uni-trier.de/db/conf/iconip/,C,Conference,8
ICPR,"International Conference on Pattern Recognition","IEEE",http://dblp.uni-trier.de/db/conf/icpr/,C,Conference,8
IJCB,"International Joint Conference on Biometrics","IEEE",http://dblp.uni-trier.de/db/conf/icb/,C,Conference,8
IJCNN,"International Joint Conference on Neural Networks","IEEE",http://dblp.uni-trier.de/db/conf/ijcnn/,C,Conference,8
PRICAI,"Pacific Rim International Conference on Artificial Intelligence","Springer",http://dblp.uni-trier.de/db/conf/pricai/,C,Conference,8
TOCHI,"ACM Transactions on Computer-Human Interaction","ACM",http://dblp.uni-trier.de/db/journals/tochi/,A,Journal,9
IJHCS,"International Journal of Human-Computer Studies","Elsevier",http://dblp.uni-trier.de/db/journals/ijmms/,A,Journal,9
CSCW,"Computer Supported Cooperative Work","Springer",http://dblp.uni-trier.de/db/journals/cscw/,B,Journal,9
HCI,"Human-Computer Interaction","Taylor & Francis",http://dblp.uni-trier.de/db/journals/hhci/,B,Journal,9
,"IEEE Transactions on Human-Machine Systems","IEEE",http://dblp.uni-trier.de/db/journals/thms/,B,Journal,9
IWC,"Interacting with Computers","Oxford University Press",http://dblp.uni-trier.de/db/journals/iwc/,B,Journal,9
IJHCI,"International Journal of Human-Computer Interaction","Taylor & Francis",http://dblp.uni-trier.de/db/journals/ijhci/,B,Journal,9
UMUAI,"User Modeling and User-Adapted Interaction","Springer",http://dblp.uni-trier.de/db/journals/umuai/,B,Journal,9
TSMC,"IEEE Transactions on Systems, Man, and Cybernetics: Systems","IEEE",https://dblp.org/db/journals/tsmc/tsmc12.html,B,Journal,9
BIT,"Behaviour & Information Technology","Taylor & Francis",http://dblp.uni-trier.de/db/journals/behaviourIT/,C,Journal,9
PUC,"Personal and Ubiquitous Computing","Springer",http://dblp.uni-trier.de/db/journals/puc/,C,Journal,9
PMC,"Pervasive and Mobile Computing","Elsevier",http://dblp.uni-trier.de/db/journals/percom/,C,Journal,9
PACMHCI,"Proceedings of the ACM on Human-Computer Interaction","ACM",https://dblp.org/db/journals/pacmhci/index.html,C,Journal,9
CSCW,"ACM Conference On Computer-Supported Cooperative Work And Social Computing","ACM",http://dblp.uni-trier.de/db/conf/cscw,A,Conference,9
CHI,"ACM Conference on Human Factors in Computing Systems","ACM",http://dblp.uni-trier.de/db/conf/chi,A,Conference,9
UbiComp,"ACM international joint conference on Pervasive and Ubiquitous Computing","ACM",http://dblp.uni-trier.de/db/conf/huc/,A,Conference,9
UIST,"ACM Symposium on User Interface Software and Technology","ACM",http://dblp.uni-trier.de/db/conf/uist/,A,Conference,9
GROUP,"ACM International Conference on Supporting Group Work","ACM",http://dblp.uni-trier.de/db/conf/group/,B,Conference,9
IUI,"ACM International Conference on Intelligent User Interfaces","ACM",http://dblp.uni-trier.de/db/conf/iui/,B,Conference,9
ITS,"ACM International Conference on Interactive Tabletops and Surfaces","ACM",http://dblp.uni-trier.de/db/conf/tabletop/,B,Conference,9
ECSCW,"European Conference on Computer Supported Cooperative Work","Springer",http://dblp.uni-trier.de/db/conf/ecscw/,B,Conference,9
PERCOM,"IEEE International Conference on Pervasive Computing and Communications","IEEE",http://dblp.uni-trier.de/db/conf/percom/,B,Conference,9
MobileHCI,"ACM International Conference on Mobile Human-Computer Interaction","ACM",http://dblp.uni-trier.de/db/conf/mhci/,B,Conference,9
ICWSM,"The International AAAI Conference on Web and Social Media","AAAI",https://dblp.org/db/conf/icwsm/index.html,B,Conference,9
DIS,"ACM SIGCHI Conference on Designing Interactive Systems","ACM",http://dblp.uni-trier.de/db/conf/ACMdis,C,Conference,9
ICMI,"ACM International Conference on Multimodal Interaction","ACM",http://dblp.uni-trier.de/db/conf/icmi/,C,Conference,9
ASSETS,"ACM SIGACCESS Conference on Computers and Accessibility","ACM",http://dblp.uni-trier.de/db/conf/assets,C,Conference,9
GI,"Graphics Interface","ACM",http://dblp.uni-trier.de/db/conf/graphicsinterface/,C,Conference,9
UIC,"IEEE International Conference on Ubiquitous Intelligence and Computing","IEEE",http://dblp.uni-trier.de/db/conf/uic/,C,Conference,9
,"IEEE World Haptics Conference","IEEE",http://dblp.uni-trier.de/db/conf/haptics/,C,Conference,9
INTERACT,"International Conference on Human-Computer Interaction of International Federation for Information Processing","IFIP",http://dblp.uni-trier.de/db/conf/interact/,C,Conference,9
IDC,"ACM Interaction Design and Children","ACM",http://dblp.uni-trier.de/db/conf/acmidc/,C,Conference,9
CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing","Springer",https://dblp.uni-trier.de/db/conf/colcom/,C,Conference,9
CSCWD,"International Conference on Computer Supported Cooperative Work in Design","Springer",http://dblp.uni-trier.de/db/conf/cscwd/,C,Conference,9
CoopIS,"International Conference on Cooperative Information Systems","Springer",http://dblp.uni-trier.de/db/conf/coopis/,C,Conference,9
MobiQuitous,"Computing, Mobile and Ubiquitous Systems: Networking and Services","Springer",http://dblp.uni-trier.de/db/conf/mobiquitous/,C,Conference,9
AVI,"International Working Conference on Advanced Visual Interfaces","ACM",http://dblp.uni-trier.de/db/conf/avi/,C,Conference,9
JACM,"Journal of the ACM","ACM",http://dblp.uni-trier.de/db/journals/jacm/,A,Journal,10
Proc. IEEE,"Proceedings of the IEEE","IEEE",http://dblp.uni-trier.de/db/journals/pieee/,A,Journal,10
SCIS,"Science China Information Sciences","Science in China Press/Springer",http://dblp.uni-trier.de/db/journals/chinaf/,A,Journal,10
Bioinformatics,"Bioinformatics","Oxford University Press",http://dblp.uni-trier.de/db/journals/bioinformatics/,B,Journal,10
Briefings in Bioinformatics,"Briefings in Bioinformatics","Oxford University Press",http://dblp.uni-trier.de/db/journals/bib/,B,Journal,10
Cognition,"Cognition","Elsevier",http://www.journals.elsevier.com/cognition/,B,Journal,10
TASAE,"IEEE Transactions on Automation Science and Engineering","IEEE",http://dblp.uni-trier.de/db/journals/tase/,B,Journal,10
TGARS,"IEEE Transactions on Geoscience and Remote Sensing","IEEE",http://dblp.uni-trier.de/db/journals/tgrs/,B,Journal,10
TITS,"IEEE Transactions on Intelligent Transportation Systems","IEEE",http://dblp.uni-trier.de/db/journals/tits/,B,Journal,10
TMI,"IEEE Transactions on Medical Imaging","IEEE",http://dblp.uni-trier.de/db/journals/tmi/,B,Journal,10
TR,"IEEE Transactions on Robotics","IEEE",http://dblp.uni-trier.de/db/journals/trob/,B,Journal,10
TCBB,"IEEE/ACM Transactions on Computational Biology and Bioinformatics","IEEE/ACM",http://dblp.uni-trier.de/db/journals/tcbb/,B,Journal,10
JCST,"Journal of Computer Science and Technology","SCIENCE PRESS/Springer",http://dblp.uni-trier.de/db/journals/jcst/,B,Journal,10
JAMIA,"Journal of the American Medical Informatics Association","BMJ Journals",http://dblp.uni-trier.de/db/journals/jamia/,B,Journal,10
,"PLOS Computational Biology","Public Library of Science",http://dblp.uni-trier.de/db/journals/ploscb/,B,Journal,10
,"The Computer Journal","Oxford University Press",http://dblp.uni-trier.de/db/journals/cj/,B,Journal,10
WWW,"World Wide Web","Springer",https://dblp.org/db/journals/www/index.html,B,Journal,10
FCS,"Frontiers of Computer Science","Higher Education Press",http://dblp.uni-trier.de/db/journals/fcsc/,B,Journal,10
,"BMC Bioinformatics","BioMed Central",http://dblp.uni-trier.de/db/journals/bmcbi/,C,Journal,10
,"Cybernetics and Systems","Taylor & Francis",http://dblp.uni-trier.de/db/journals/cas/,C,Journal,10
,"IEEE Geoscience and Remote Sensing","IEEE",http://dblp.uni-trier.de/db/journals/lgrs/,C,Journal,10
JBHI,"IEEE Journal of Biomedical and Health Informatics","IEEE",http://dblp.uni-trier.de/db/journals/titb/,C,Journal,10
TBD,"IEEE Transactions on Big Data","IEEE",https://dblp.uni-trier.de/db/journals/tbd/,C,Journal,10
,"IET Intelligent Transport Systems","IET",http://digital-library.theiet.org/content/journals/iet-its,C,Journal,10
JBI,"Journal of Biomedical Informatics","Elsevier",https://dblp.uni-trier.de/db/journals/jbi/,C,Journal,10
,"Medical Image Analysis","Elsevier",http://dblp.uni-trier.de/db/journals/mia/,C,Journal,10
TII,"IEEE Transactions on Industrial Informatics","IEEE",https://dblp.org/db/journals/tii/index.html,C,Journal,10
TCPS,"ACM Transactions on Cyber-Physical Systems","ACM",https://dblp.org/db/journals/tcps/index.html,C,Journal,10
TOCE,"ACM Transactions on Computing Education","ACM",https://dblp.org/db/journals/jeric/index.html,C,Journal,10
FITEE,"Frontiers of Information Technology & Electronic Engineering","Springer",https://dblp.org/db/journals/jzusc/index.html,C,Journal,10
TCSS,"IEEE Transactions on Computational Social Systems","IEEE",https://dblp.org/db/journals/tcss/index.html,C,Journal,10
,"IEEE Transactions on Reliability","IEEE",https://dblp.org/db/journals/tr/index.html,C,Journal,10
WWW,"International World Wide Web Conference","ACM",http://dblp.uni-trier.de/db/conf/www/,A,Conference,10
RTSS,"IEEE Real-Time Systems Symposium","IEEE",http://dblp.uni-trier.de/db/conf/rtss/,A,Conference,10
WINE,"Conference on Web and Internet Economics","Springer",https://dblp.org/db/conf/wine/index.html,A,Conference,10
CogSci,"Annual Meeting of the Cognitive Science Society","Psychology Press",https://dblp.uni-trier.de/db/conf/cogsci/,B,Conference,10
BIBM,"IEEE International Conference on Bioinformatics and Biomedicine","IEEE",http://dblp.uni-trier.de/db/conf/bibm/,B,Conference,10
EMSOFT,"International Conference on Embedded Software","ACM/IEEE/IFIP",http://dblp.uni-trier.de/db/conf/emsoft/,B,Conference,10
ISMB,"International conference on Intelligent Systems for Molecular Biology","Oxford Journals",https://dblp.org/db/conf/ismb/index.html,B,Conference,10
RECOMB,"Annual International Conference on Research in Computational Molecular Biology","Springer",http://dblp.uni-trier.de/db/conf/recomb/,B,Conference,10
MICCAI,"Conference on Medical Image Computing and Computer-Assisted Intervention","Springer",https://dblp.uni-trier.de/db/conf/miccai/index.html,B,Conference,10
AMIA,"American Medical Informatics Association Annual Symposium","AMIA",http://dblp.uni-trier.de/db/conf/amia/,C,Conference,10
APBC,"Asia Pacific Bioinformatics Conference","BioMed Central",http://dblp.uni-trier.de/db/conf/apbc/,C,Conference,10
IEEE BigData,"IEEE International Conference on Big Data","IEEE",https://dblp.uni-trier.de/db/conf/bigdataconf/,C,Conference,10
IEEE CLOUD,"IEEE International Conference on Cloud Computing","IEEE",http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,Conference,10
SMC,"IEEE International Conference on Systems, Man, and Cybernetics","IEEE",https://dblp.uni-trier.de/db/conf/smc/,C,Conference,10
COSIT,"International Conference on Spatial Information Theory","ACM",http://dblp.uni-trier.de/db/conf/cosit/,C,Conference,10
ISBRA,"International Symposium on Bioinformatics Research and Applications","Springer",https://dblp.uni-trier.de/db/conf/isbra/,C,Conference,10
SAGT,"International Symposium on Algorithmic Game Theory","Springer",https://dblp.org/db/conf/sagt/index.html,C,Conference,10
SIGSPATI AL,"ACM Special Interest Group on Spatial Information","ACM",https://dblp.org/db/journals/sigspatial/index.html,C,Conference,10
ICIC,"Conference on Intelligent Computing","Springer-Nature",https://dblp.org/db/conf/icic/index.html,C,Conference,10
